"fam_time","stimulus_type","dv_zscore","subjID","labID","age","age_mos","subjInt","labInt","trial_num","trial_num_sc"
1,"low",-1.35747390672282,"3","1",1.43662446566265,14.1342033538967,-1.02600444830724,-0.749725786852189,16,0.505612353391582
1,"low",-2.10420194727318,"3","1",1.43662446566265,14.1342033538967,-1.02600444830724,-0.749725786852189,17,0.650073025789177
0,"high",-1.9721173954852,"3","1",1.43662446566265,14.1342033538967,-1.02600444830724,-0.749725786852189,18,0.794533698186772
1,"high",0.263799437482339,"3","1",1.43662446566265,14.1342033538967,-1.02600444830724,-0.749725786852189,19,0.938994370584366
0,"low",-1.33854897722974,"3","1",1.43662446566265,14.1342033538967,-1.02600444830724,-0.749725786852189,20,1.08345504298196
0,"high",-2.21919308681296,"3","1",1.43662446566265,14.1342033538967,-1.02600444830724,-0.749725786852189,21,1.22791571537956
1,"low",-1.69486280926234,"3","1",1.43662446566265,14.1342033538967,-1.02600444830724,-0.749725786852189,22,1.37237638777715
-1,"low",-2.08701133878491,"3","1",1.43662446566265,14.1342033538967,-1.02600444830724,-0.749725786852189,23,1.51683706017475
-1,"low",-2.48240303846914,"3","1",1.43662446566265,14.1342033538967,-1.02600444830724,-0.749725786852189,24,1.66129773257234
0,"high",-1.55707335133779,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,1,-1.66129773257234
0,"low",-1.38537678188292,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,2,-1.51683706017475
1,"low",-1.1567073167546,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,3,-1.37237638777715
0,"low",-1.79460142931061,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,4,-1.22791571537956
-1,"high",-1.13394340611533,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,5,-1.08345504298196
1,"low",0.611848741035471,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,6,-0.938994370584366
1,"high",-0.644672342773912,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,7,-0.794533698186772
0,"low",-2.5,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,8,-0.650073025789177
-1,"low",-1.96966881033721,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,9,-0.505612353391582
-1,"high",-0.390376745556273,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,10,-0.361151680993987
-1,"high",-2.5,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,11,-0.216691008596392
1,"high",-1.42293295189418,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,12,-0.0722303361987974
-1,"low",-2.5,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,13,0.0722303361987974
-1,"low",-0.58138570154272,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,14,0.216691008596392
1,"low",-1.24722421774946,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,15,0.361151680993987
0,"high",0.522255840150859,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,16,0.505612353391582
1,"high",0.955736721995554,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,17,0.650073025789177
-1,"high",-1.06084815626441,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,18,0.794533698186772
0,"low",-1.46905177218793,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,19,0.938994370584366
1,"high",-0.659331951196311,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,20,1.08345504298196
1,"low",-0.407824244956536,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,21,1.22791571537956
0,"high",0.175648787700244,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,22,1.37237638777715
0,"high",-0.96450115684923,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,23,1.51683706017475
-1,"low",0.0586012756769293,"4","1",1.44413296088006,14.1606546761468,-0.72889122929114,-0.749725786852189,24,1.66129773257234
-1,"low",-1.48457349034005,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,1,-1.66129773257234
-1,"high",-0.153056052513916,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,2,-1.51683706017475
-1,"high",-1.30759382798233,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,3,-1.37237638777715
1,"high",0.569945540526961,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,4,-1.22791571537956
1,"low",-1.05465599848293,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,5,-1.08345504298196
0,"high",-1.46917270725652,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,6,-0.938994370584366
1,"high",-2.5,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,7,-0.794533698186772
0,"low",-2.5,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,8,-0.650073025789177
0,"low",-2.06412388137927,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,9,-0.505612353391582
0,"high",-0.753661124577379,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,10,-0.361151680993987
-1,"low",-2.30502005644761,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,11,-0.216691008596392
-1,"low",-1.4388578620146,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,12,-0.0722303361987974
0,"high",-2.5,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,13,0.0722303361987974
-1,"high",-2.06117542657308,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,14,0.216691008596392
1,"low",-1.29080999953549,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,15,0.361151680993987
0,"low",-2.10454697580665,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,16,0.505612353391582
1,"low",-1.39498433702949,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,17,0.650073025789177
1,"low",-2.1785640580659,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,18,0.794533698186772
0,"high",-1.09158635717166,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,19,0.938994370584366
0,"low",-1.8262161501523,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,20,1.08345504298196
1,"high",-1.19186679829293,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,21,1.22791571537956
-1,"low",-2.5,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,22,1.37237638777715
-1,"high",-2.46071429050127,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,23,1.51683706017475
1,"high",-2.5,"5","1",-0.769271214448854,6.36315791867673,-0.625039267849257,-0.749725786852189,24,1.66129773257234
-1,"high",-2.5,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,1,-1.66129773257234
-1,"high",-2.5,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,2,-1.51683706017475
-1,"low",-2.24931344438596,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,3,-1.37237638777715
1,"high",-1.4698683922139,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,4,-1.22791571537956
1,"low",-0.861464682033408,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,5,-1.08345504298196
0,"high",-2.24787526781062,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,6,-0.938994370584366
-1,"low",-2.5,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,7,-0.794533698186772
-1,"high",-2.25076064406576,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,8,-0.650073025789177
-1,"high",-1.71132919240103,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,9,-0.505612353391582
0,"high",0.233911472351316,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,10,-0.361151680993987
-1,"low",-2.5,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,11,-0.216691008596392
-1,"low",-2.5,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,12,-0.0722303361987974
1,"high",-0.796954010708199,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,13,0.0722303361987974
0,"high",-0.766769356871215,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,14,0.216691008596392
0,"low",-2.5,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,15,0.361151680993987
1,"high",-1.01487676616174,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,16,0.505612353391582
0,"low",-2.5,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,17,0.650073025789177
1,"high",-2.5,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,18,0.794533698186772
0,"low",-1.74522350518806,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,19,0.938994370584366
0,"low",-2.26208663488724,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,20,1.08345504298196
1,"low",-1.70680394379035,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,21,1.22791571537956
1,"low",-2.5,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,22,1.37237638777715
0,"high",-0.253077527448915,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,23,1.51683706017475
1,"low",-1.43084681288487,"6","1",0.760330507875356,11.7517193946987,-1.68669331074241,-0.749725786852189,24,1.66129773257234
-1,"high",0.983769092580232,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,1,-1.66129773257234
-1,"high",0.555017115157553,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,2,-1.51683706017475
1,"low",0.481763705755418,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,3,-1.37237638777715
1,"low",1.00356110187419,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,4,-1.22791571537956
-1,"low",-1.0010920377206,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,5,-1.08345504298196
-1,"low",0.182909895906028,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,6,-0.938994370584366
-1,"high",-0.175663696881799,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,7,-0.794533698186772
1,"high",-0.805593396226714,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,8,-0.650073025789177
0,"high",-0.901954945365365,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,9,-0.505612353391582
1,"high",0.293560460505249,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,10,-0.361151680993987
0,"low",-0.138654184778143,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,11,-0.216691008596392
0,"high",-0.3922511417446,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,12,-0.0722303361987974
0,"low",-1.34077549006123,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,13,0.0722303361987974
0,"high",-2.16178466357278,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,14,0.216691008596392
1,"high",0.668743008027203,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,15,0.361151680993987
0,"low",-0.639555955411784,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,16,0.505612353391582
0,"high",0.478268160097658,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,17,0.650073025789177
0,"low",-1.89017605952485,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,18,0.794533698186772
-1,"high",-1.63862891006579,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,19,0.938994370584366
1,"low",-0.22323332623425,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,20,1.08345504298196
1,"low",-1.52471498719398,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,21,1.22791571537956
-1,"low",-2.5,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,22,1.37237638777715
1,"high",1.02710293641967,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,23,1.51683706017475
-1,"low",0.324202298762439,"7","1",-0.985499141071635,5.60141879506409,0.837787044494525,-0.749725786852189,24,1.66129773257234
-1,"high",-0.786841727823752,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,1,-1.66129773257234
1,"low",-0.746908984503386,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,2,-1.51683706017475
0,"low",-0.528407015948872,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,3,-1.37237638777715
1,"high",0.798206356917955,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,4,-1.22791571537956
1,"high",0.200970982819385,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,5,-1.08345504298196
-1,"high",-1.27415745315868,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,6,-0.938994370584366
0,"low",-0.604285150922083,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,7,-0.794533698186772
0,"high",-2.5,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,8,-0.650073025789177
0,"low",-0.83117255400375,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,9,-0.505612353391582
-1,"low",-0.155634363976209,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,10,-0.361151680993987
0,"low",-0.491920646663392,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,11,-0.216691008596392
0,"high",0.705595919993369,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,12,-0.0722303361987974
-1,"high",0.112332201363638,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,13,0.0722303361987974
-1,"low",0.0340461648403522,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,14,0.216691008596392
-1,"high",0.28239471241466,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,15,0.361151680993987
1,"high",-1.33039413329916,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,16,0.505612353391582
1,"high",0.412346308093552,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,17,0.650073025789177
1,"low",1.59634617185945,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,18,0.794533698186772
0,"high",-0.463217029312275,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,19,0.938994370584366
1,"low",0.41908127967319,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,20,1.08345504298196
0,"high",0.16066192871208,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,21,1.22791571537956
1,"low",0.523291062440649,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,22,1.37237638777715
-1,"low",-0.88363069868575,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,23,1.51683706017475
-1,"low",-1.25989987803124,"8","1",1.47885443938698,14.2829733286053,0.153373117836515,-0.749725786852189,24,1.66129773257234
1,"low",-1.29528425066527,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,1,-1.66129773257234
-1,"low",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,2,-1.51683706017475
0,"high",-2.49299805797993,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,3,-1.37237638777715
1,"low",-1.20305645442343,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,4,-1.22791571537956
0,"low",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,5,-1.08345504298196
-1,"high",-1.91064318379193,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,6,-0.938994370584366
-1,"low",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,7,-0.794533698186772
-1,"low",-2.29797943953057,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,8,-0.650073025789177
0,"high",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,9,-0.505612353391582
1,"low",-1.43936175098079,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,10,-0.361151680993987
1,"high",-0.212462387836153,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,11,-0.216691008596392
-1,"high",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,12,-0.0722303361987974
-1,"high",-1.48536851657473,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,13,0.0722303361987974
-1,"high",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,14,0.216691008596392
0,"high",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,15,0.361151680993987
-1,"low",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,16,0.505612353391582
1,"high",-1.28952393230546,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,17,0.650073025789177
0,"low",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,18,0.794533698186772
0,"low",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,19,0.938994370584366
1,"low",-1.28192205440076,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,20,1.08345504298196
1,"high",-1.56389647100508,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,21,1.22791571537956
0,"high",-2.0432762467849,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,22,1.37237638777715
1,"high",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,23,1.51683706017475
0,"low",-2.5,"9","1",-1.50491658491531,3.7715876782313,-1.13813693701195,-0.749725786852189,24,1.66129773257234
0,"high",0.0526418102367125,"10","1",1.64379282798535,14.8640269674361,1.25381492106993,-0.749725786852189,1,-1.66129773257234
1,"high",2.5,"10","1",1.64379282798535,14.8640269674361,1.25381492106993,-0.749725786852189,2,-1.51683706017475
1,"low",1.74235250820692,"10","1",1.64379282798535,14.8640269674361,1.25381492106993,-0.749725786852189,3,-1.37237638777715
